v1,v2,,,
ham,"Subject: > - expenseo 60501 the approval status has changed on the following report : status last changed by : kimberly s . watson expense report name : expenseo 60501 report total : $ 3 , 603 . 05 amount due employee : $ 3 , 603 . 05 amount approved : $ 3 , 603 . 05 amount paid : $ 0 . 00 approval status : accounting review payment status : pending to review this expense report , click on the following link for concur expense . http : / / xms . enron . com"
phising,"Subject: 01 / 00 natural gas nomination enron methanol company nominates the following requirements for the methanol plant for january 2000 : 35 , 000 mmbtu per day egpfc nominates the following requirements for the mtbe plant at morgan ' s point for january 2000 : 2 , 000 mmbtu per day from 01 / 01 / 00 through 01 / 04 / 00 5 , 000 mmbtu per day from 01 / 05 / 00 through 01 / 08 / 00 8 , 500 mmbtu per day from 01 / 09 / 00 through 01 / 31 / 00"
phising,"Subject: 02 / 00 natural gas nomination enron methanol nominates the following requirements for the methanol plant for february 2000 : 33 , 000 mmbtu per day egpfc nominates the following requirements for the mtbe plant at morgan ' s point for february 2000 : 10 , 000 mmbtu per day"
phising,"Subject: 06 / 01 assignment , termination , expiration report - houston pipe line attached is the junel 2001 assignment , termination & expiration report for houston pipe line ' s contracts . ( fyi - it contains all of the entries made by our group since the report was last done on 3 / 23 / 01 , regardless of the effective date . ) if you do not need to receive this report or if you know of someone else that should receive it , please let me know by e - mail or phone ( 713 - 571 - 3187 ) so that i can either remove your name from or add their name to the distribution list ."
phising,Subject: 1 / 00 allocations attached is the allocation for 1 / 00 for texas operations . let me know if you have any questions .
phising,"Subject: 1 / 2000 lower colorado river vols stacey , the new deal , 158220 , is missing 10 , 000 for day 1 . please let me know when you have this corrected . thanks thu - - - - - - - - - - - - - - - - - - - - - - forwarded by thu nguyen / hou / ect on 03 / 06 / 2000 09 : 40 am - - - - - - - - - - - - - - - - - - - - - - - - - - - tina valadez 03 / 03 / 2000 08 : 23 am to : thu nguyen / hou / ect @ ect cc : subject : 1 / 2000 lower colorado river vols could you let me know when you ' ve had a chance to look at the lcra volume ? thank you , tina valadez"
phising,"Subject: 1497 daren , ates shows that your team has one specialist for 1497 in january and february . please let me know if ates is incorrect for the month of january and february . if there is a specialist in your team , we have not received a survey from this person . this lack of information prevents your expenses from being 100 % allocated out to the commercial teams . please fill out the following survey and return it to me asap . if you have any questions please call me at 3 - 3859 . thanks , shari"
phising,Subject: 18 noms to city gates - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 01 / 18 / 2000 07 : 52 am - - - - - - - - - - - - - - - - - - - - - - - - - - - troy _ a _ benoit @ reliantenergy . com on 01 / 17 / 2000 11 : 12 : 54 am to : ami chokshi / corp / enron @ enron cc : subject : 18 noms to city gates ( see attached file : hpl - jan . xls ) - hpl - jan . xls
ham,"Subject: 2000 internal communications survey we want to know what you think . we all know that communication is one of enron ' s core values . we have introduced several new communication tools in the last year , like ethink and ebiz , that complement our more traditional methods of communicating , such as enron business ( print and online ) and face - to - face meetings . the internal communications team would like you to take a few minutes and complete the following survey about the communication tools you find most effective . please give us your honest feedback about the tools and methods you use most often - - and tell us about the ones you don ' t use or need . we appreciate your time . your feedback will help us tailor our communication efforts to better meet your needs . click here for survey"
phising,"Subject: 2000 w 2 information the 2000 form w - 2 will be mailed to your address of record by january 31 , 2001 . if you have not received your form by february 20 th , you may request , in writing , for a duplicate copy to be sent to you . please note that a written request , including authorized signature is required . when requesting a duplicate form , please specify the year for which you need a copy , sign your request , and include the following information : name complete mailing address phone number social security number you may mail your request to : enron corp eb 1528 p o box 1188 houston tx 77002 or you may fax your request to 713 - 646 - 3755 . your request will be processed within one week of receipt . if you have a question regarding the information on your form w 2 , please contact the payroll call center at 713 - 345 - 5555 option 1 . thank you"
ham,"Subject: 2001 calendar nesa members , attached is your copy of our 2001 calendar of events . you will see me email more details out about these classes and brown bags through out the year . i am also attaching a registration form for anyone who knows they would like to attend a class now . the form is generic , so please complete it with details regarding the class name and dates ! have a great day ! ! lana belnoske - moore > > - calendarol . doc - registration form . doc"
ham,"Subject: 2001 technical training listed are the last technical training classes offered for the 2001 calendar year : october 9 & 10 - fundamentals of electricity october 11 & 12 - basics of risk management november 6 & 7 - natural gas , wellhead to burnertip november 8 & 9 - nominations thru allocations all classes are being held at koch industries , 20 e . greenway plaza , houston , tx . please visit our website at http : / / www . nesanet . org / ( educational programs ) for a description of the classes , prices and registration forms . or you can call me at ( 713 ) 856 - 6525 and i will be happy to fax the information to you . have a great day ! ! lana moore director of education nesa / hea p ( 713 ) 856 - 6525 f ( 713 ) 856 - 6199"
ham,Subject: 2002 calendar of events attached is the nesa ( formally nesa / hea ) 2002 calendar of events . please contact our headquarters at ( 713 ) 856 - 6525 with any questions you may have . you can also visit our website at http : / / www . nesanet . org / for registration needs and upcoming event information . > happy holidays ! ! lana moore director of education
ham,"Subject: 2002 holiday schedule below is the enron 2002 holiday schedule . remember , enron ' s offices will be closed in observance of martin luther king day this coming monday , january 21 . enjoy the long weekend ! new year ' s day tuesday , january 1 martin luther king day monday , january 21 president ' s day monday , february 18 memorial day monday , may 27 independence day thursday , july 4 labor day monday , september 2 thanksgiving day thursday , november 28 thanksgiving observance friday , november 29 christmas observance tuesday , december 24 christmas day wednesday , december 25"
ham,Subject: 2002 on call schedule happy new year gang ! here is a draft for the ' 02 on call schedule . please take a look at it and let me know if there are any conflicts with the assigned weekends / holidays . merci . lorraine
phising,Subject: 23 rd noms - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 02 / 22 / 2000 10 : 21 am - - - - - - - - - - - - - - - - - - - - - - - - - - - royal _ b _ edmondson @ reliantenergy . com on 02 / 22 / 2000 10 : 13 : 28 am to : ami _ chokshi @ enron . com cc : subject : 23 rd noms ( see attached file : hpl - feb . xls ) - hpl - feb . xls
ham,"Subject: 27258 i would like to change my receipt points to the following effective september 1 , 2000 . panhandle 4750 w texas 10250 thank you ."
phising,"Subject: 29 th changes - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 02 / 28 / 2000 11 : 01 am - - - - - - - - - - - - - - - - - - - - - - - - - - - troy _ a _ benoit @ reliantenergy . com on 02 / 28 / 2000 10 : 56 : 05 am to : ami chokshi cc : subject : 29 th changes the gas we moved over the weekend @ exxon katy . we moved 5 , 000 from midcon and 5 , 000 from hpl to tejas . for the 29 th we need to move that 10 , 000 from tejas to midcon k # 101574 . thanks"
phising,"Subject: 2 nd rev dec . 1999 josey ranch nom - - - - - - - - - - - - - - - - - - - - - - forwarded by susan d trevino / hou / ect on 12 / 15 / 99 08 : 41 am - - - - - - - - - - - - - - - - - - - - - - - - - - - bob withers on 12 / 15 / 99 08 : 28 : 08 am to : susan d trevino / hou / ect @ ect cc : stretch brennan , kevin mclarney , ' taylor vance ( e - mail ) ' subject : 2 nd rev dec . 1999 josey ranch nom here ' s revised december 1999 ( effective 12 / 15 / 99 ) setup for josey : ( using 1 . 081 btu / mcf ) * gas deliveries into hpl 9 , 300 mmbtu / d for kri ( net reduction of 3 , 000 mmbtu / d ) 9 , 300 mmbtu / d into hpl bob withers > < kcs energy , 5555 san felipe , suite 1200 houston , tx 77056 voice mail / page 713 - 964 - 9434"
ham,"Subject: 2 nd try - tw weekly estimate 10 - 6 - 00 sorry , on the first file , i sent i did not change the header at the top to read october . the numbers are the same ; however , the one attached here states october at the top ."
phising,"Subject: 32 , 000 mmbtu nom remains in place ; 7 , 000 mmbtu from fuels cotton valley , 25 , 000 mmbtu into valeroi no nom change on purchase and sale - eastrans for 2 / 10 / 2000 - ( see reference ) . reduce sale to 500 mmbtu / d from fuels cotton valley for 2 / 10 / 2000 ."
ham,"Subject: 35 th annual sports tournament - october 22 , 2001 attached please find the cover letter from tournament chairman michael roberts plus a pdf file with all the events ' information and registration form . please read the cover letter as we have instituted several changes for this year ' s tournament . also , i ' ve attached a pledge form if your company hasn ' t already committed to a sponsorship for this year . your support ensures the success of this event which has been a long industry tradition . don ' t miss this year ' s tournament ! > > >"
ham,"Subject: 35 th annual sports tournament - october 22 , 2001 dear nesa / hea members : just a quick reminder that the sports tournament is just a month away , so please take the time to review the attached files and send in your registration today ! if you haven ' t yet renewed for 2001 , this is an excellent time to do so and have your dues covered for 2002 ! additionally , there are still a few selected sponsorships available - longest drives , beverage carts and hole sponsorships . give us a call at the office ( 713 / 856 - 6525 ) and ask for me or eva pollard , or contact one of our prize committee members - charles neuberger ( mirant americas energy ) , ed troutman ( cms field services ) or jana phillips ( calpine ) . i hope to see you all in october ! have a great day and god bless america ! >"
phising,Subject: 5 th changes @ duke and air liquide - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 02 / 04 / 2000 11 : 23 am - - - - - - - - - - - - - - - - - - - - - - - - - - - troy _ a _ benoit @ reliantenergy . com on 02 / 04 / 2000 11 : 06 : 27 am to : ami chokshi / corp / enron @ enron cc : subject : 5 th changes @ duke and air liquide ( see attached file : egmnom - feb . xls ) - egmnom - feb . xls
phising,Subject: 5 th noms - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 01 / 05 / 2000 04 : 58 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - royal _ b _ edmondson @ reliantenergy . com on 01 / 04 / 2000 09 : 59 : 08 am to : ami chokshi / corp / enron @ enron cc : subject : 5 th noms and i remembered to send these to you . . . . . ( see attached file : hpl - jan . xls ) - hpl - jan . xls
phising,"Subject: 6 / 4 / 99 and 6 / 9 / 99 ( 98 - 0439 ) enerfin tetco daren , on the above mentioned dates , there was no nomination at the enerfin meter . 6 / 3 / 99 and 6 / 8 / 99 revealed activity for ena ( 202 k ) . can the deal be extended for 6 / 4 ( 548 dec . ) and 6 / 9 ( 40 dec . ) to cover this flow so that volume management can create an accounting arrangement for these two days ? thanks - jackie - 3 - 9497"
phising,"Subject: 8 / 00 assignment , termination , expiration report - assets group attached is the august 2000 assignment , termination & expiration report for the assets group ' s contracts . ( fyi - it contains all of the entries made by our group during 7 / 00 regardless of the effective date . ) if you do not need to receive this report or if you know of someone else that should receive it , please let me know by e - mail or phone ( x - 36982 ) so that i can either remove your name from or add their name to the distribution list ."
phising,"Subject: 9 / 00 assignment , termination , expiration report - assets group attached is the september 2000 assignment , termination & expiration report for the assets group ' s contracts . ( fyi - it contains all of the entries made by our group during 8 / 00 regardless of the effective date . ) if you do not need to receive this report or if you know of someone else that should receive it , please let me know by e - mail or phone ( x - 36982 ) so that i can either remove your name from or add their name to the distribution list ."
phising,"Subject: 98 - 1052 ( pasadena plant phillips ) and 98 - 6614 ( lehrer c # 1 ) 98 - 1052 ( del . meter ) has flow for 11 / 10 / 99 and 11 / 11 / 99 . maxey walters ( field guy ) informed me that he rec ' d a call from our mktg . people asking him to flow gas these two days due to problems ocurring at phillips on these two days . can you please look into this for me and see if you can provide me with a k # to assess this business to ? thanks . 98 - 6614 ( rec . meter ) has flow for every day this month but no k . last month it was on the 215 k , sitara # 93035 . the start date on this deal is 7 / 1 / 99 and the stop date is 11 / 30 / 99 . sitara # 130917 ' s start and stop date is 10 / 1 / 99 and 1 / 31 / 00 but the expected vols for 12 / 99 are 0 . can you look into this and tell me is the expected vols . for 12 / 99 should be different ? thanks again . - jackie - 3 - 9497"
phising,"Subject: 98 - 1188 k for 4 / 1 & 4 / 2 / 2000 daren , the above meter flowed on the 215 k for 3 / 2000 . i has flow for the first two days of this month ( sitara deal # 205569 - deal ends 3 / 31 / 2000 ) . can you please see if the deal can be extended or if the gas should be placed on stranger ' s ? thanks - jackie - 3 - 9497"
phising,"Subject: 98 - 1601 please extend the sale at lockhart to southern union for two extra days at the same price . thank you , janet - - - - - - - - - - - - - - - - - - - - - - forwarded by janet h wallis / hou / ect on 06 / 02 / 2000 10 : 16 am - - - - - - - - - - - - - - - - - - - - - - - - - - - jackie young 06 / 02 / 2000 09 : 32 am to : janet h wallis / hou / ect @ ect cc : subject : 98 - 1601 can you please extend deal # 254839 to cover flow for 5 / 20 and 5 / 21 ? on the 20 th , 578 decatherms flowed . on the 21 st , 109 decatherms flowed . thanks - jackie - 3 - 9497"
phising,"Subject: 98 - 6719 and 98 - 9676 hi daren , can you please check into whether or not the below deals for the above meters can be rolled and extended ? if so , can you please perform this for me so that anita can set up an accounting arrangement for me ? 98 - 6719 sitara deal # 166989 flow @ meter began on february 10 th but the deal is not effective until february the 11 th . no new deal # referenced and no evergreen flag . this is on the gathering ( 96026573 ) k which is the only k @ the meter . 98 - 9676 sitara deal # 151669 deal good from 1 / 1 / 00 - 1 / 31 / 00 but there is flow for all of february 2000 with no k . this is on the 215 k for 1 / 2000 production which is the only k @ the meter . thanks - jackie - 3 - 9497"
phising,"Subject: 98 - 6725 ( sitara deal 266149 ) daren , i can ' t remember if i ' d already sent you this request or not . but can you please roll the above deal to cover flow for the 10 th and 11 th of may 2000 ? thanks - jackie - 3 - 9497"
phising,Subject: 98 - 6892 overflow can you please extend sitara deal ticket 16888 to the 15 th ? 14 dec . flowed on this day . thanks - jackie -
phising,Subject: 98 - 6892 ( sitara deal 319063 ) the above deal is a dd deal effective 7 / 1 / 2000 - 7 / 5 / 2000 . can the deal be extended to the 6 th to cover flow of . 803 decatherms ? we ' ve not yet received the oba from tetco yet . thanks - jackie - 3 - 9497
phising,"Subject: 98 - 9794 ( saxet ) the above meter is currently doing 13 . 0 on a 26 . 0 nom . please take a look and see if nom adjustments might be a solution . looking @ deal # 109670 , the terms indicates that hplc buys 2 . 5 % of saxet volumes . should i assume that i should take the total flow amount ( per day for this deal ticket ) and adjust the expected volumes to reflect a nom that is 2 % of the daily flow versus the 1 that is currently nomed ? h - e - l - p ! ! ! thanks - jackie - 3 - 9497"
phising,"Subject: 98 - 9794 ( saxet thompsonville ) receiving under nom tom , can you please seek daren ' s advise on nom adjust at the aforementioned meter due to this meter receiving 19 mmbtu ' s on a 28 nom ? daren , there are two sitara deal numbers associated w / this receipt meter ( both gathering ) 154608 and 138572 . 138572 is wellhead gas . thanks - jackie -"
phising,Subject: 9 th noms - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 02 / 08 / 2000 02 : 10 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - troy _ a _ benoit @ reliantenergy . com on 02 / 08 / 2000 12 : 23 : 23 pm to : ami chokshi cc : subject : 9 th noms ( see attached file : egmnom - feb . xls ) - egmnom - feb . xls
ham,"Subject: account assignment list attached is the revised customer account list for the long term marketers . michelle , christine , jeff and i took a first shot at re - distributing accounts to incorporate michelle . if anyone has any questions please let me know ."
ham,"Subject: account assignment list i took the liberty of reformatting it to better fit the page . see if you like it as revised . lorraine lindberg 06 / 13 / 2000 05 : 38 pm to : kevin hyatt , jeffery fawcett / et & s / enron @ enron , tk lohman / et & s / enron @ enron , michele lokay / et & s / enron @ enron , christine stokes / et & s / enron @ enron cc : steven harris / et & s / enron @ enron subject : account assignment list attached is the revised customer account list for the long term marketers . michelle , christine , jeff and i took a first shot at re - distributing accounts to incorporate michelle . if anyone has any questions please let me know ."
phising,"Subject: accounting arrangement at meter 692 - june 2000 stella : please put the hplc 012 - 41500 - 02 - 013 transport contract in pops at meter 980692 for june 2000 with the track id 150642 and change the swing rankings so that all of the gas that flows is allocated to the 213 contract with the above referenced track id . if you would do this first thing july 13 th and let me know when it is completed i would appreciate it thanks , fred"
ham,"Subject: a couple of transportation notes on el paso and nova el paso declared an unauthorized overpull penalty situation thursday that will remain in effect until further notice . the pipeline said it will limit scheduled volumes at underperforming interconnects to insure system integrity . likely in response to the a / bc border constraint that began thursday due to maintenance on the transcanada - british columbia line , nova changed its imbalance tolerance range to + 2 % / - 18 % wednesday . reflecting the resultant shift in supply accessibility , neighboring westcoast has a + 20 % / 0 % tolerance in effect ."
ham,"Subject: additional strips in financial gas attention financial gas traders . effective thursday , march 28 , ice will include new strips in financial gas . eight consecutive quarters will be added to ng fin , fp for ldl , henry . a next day strip will be added to ng fin sw swap , fp for gdd at the following hubs : transco - z 6 ( ny ) tetco - m 3 henry chicago michcon if you experience any problems or have any questions then please either respond to this email or contact our sales team on the details below . joe adevai , ny 646 - 733 - 5005 frank belgiorno , ny 646 - 733 - 5010 lee abbamonte , ny 646 - 733 - 5008 ice helpdesk , atl 770 - 738 - 2101"
phising,"Subject: addition of tejas meter # 1156 stacey , i phoned jackie morgan to request that the aforementioned meter be added for nomination purposes . she wasn ' t in , at the time . so , when she returns my call , i ' ll apprise you of the addition . thanks - jackie - 3 - 9497"
